Clone,Heteroplasmy_bin,siRNA,well,Date Time,Elapsed,"A1, Image 1","A1, Image 2","A1, Image 3","A1, Image 4","A1, Image 6","A1, Image 7","A1, Image 8","A1, Image 9",Clone 62 Mock,SEM
clone_101,low_het,Klf12,B1,12/08/2022 10:00,63,87.83961,87.87054,90.91974,86.63973,93.53516,85.62466,96.66766,91.49632,90.0741775,1.333850644
clone_101,low_het,Klf12,B1,12/08/2022 13:00,66,94.00185,94.70786,95.80808,93.93219,97.32592,92.18408,98.59824,94.63047,95.14858625,0.721127967
clone_101,low_het,Cnot3,C1,09/08/2022 19:00,0,1.835118,3.402535,3.100074,2.293077,2.798842,2.474596,3.304537,4.133113,2.9177365,0.255922802
clone_101,low_het,Cnot3,C1,09/08/2022 22:00,3,2.603256,4.398491,4.048364,2.927161,3.56814,3.434838,4.407026,5.513548,3.862603,0.329349924
clone_101,low_het,Cnot3,C1,10/08/2022 01:00,6,2.636855,4.528381,4.594419,2.824929,4.149366,3.797258,4.688729,6.046218,4.158269375,0.387202726
clone_101,low_het,Cnot3,C1,10/08/2022 04:00,9,3.75724,6.806915,5.964953,3.754371,4.966742,5.054428,5.664881,6.954969,5.365562375,0.432828578
clone_101,low_het,Cnot3,C1,10/08/2022 07:00,12,4.849964,7.72215,7.253948,4.765968,6.223299,6.07777,6.484443,8.107176,6.43558975,0.434997596
clone_101,low_het,Cnot3,C1,10/08/2022 10:00,15,5.765885,10.37854,8.826486,5.674034,7.491667,7.571362,8.685055,9.95247,8.043187375,0.618907022
clone_101,low_het,Cnot3,C1,10/08/2022 13:00,18,6.938304,10.88546,10.65839,6.584764,8.802449,8.660672,9.939631,12.13191,9.3251975,0.686464563
clone_101,low_het,Cnot3,C1,10/08/2022 16:00,21,8.945042,12.82739,12.94615,8.369892,10.65942,10.8914,11.64021,13.51085,11.22379425,0.664246738
clone_101,low_het,Cnot3,C1,10/08/2022 19:00,24,10.8098,16.13425,15.72197,10.38612,13.10328,12.42789,14.04557,15.71541,13.54303625,0.794034973
clone_101,low_het,Cnot3,C1,10/08/2022 22:00,27,12.5071,16.75064,17.67202,10.90636,15.22236,13.94695,16.03407,20.18773,15.40340375,1.043818497
clone_101,low_het,Cnot3,C1,11/08/2022 01:00,30,13.76078,19.3134,20.52201,11.98782,17.10104,17.34136,19.65328,23.86643,17.943265,1.340091742
clone_101,low_het,Cnot3,C1,11/08/2022 04:00,33,18.55899,25.58949,26.46231,15.74854,22.64246,21.30525,23.13995,29.8718,22.91484875,1.587802382
clone_101,low_het,Cnot3,C1,11/08/2022 07:00,36,21.11117,28.53652,30.03025,19.19847,25.53895,24.6806,28.43197,34.86915,26.549635,1.777594744
clone_101,low_het,Cnot3,C1,11/08/2022 10:00,39,26.0008,33.2583,35.50535,22.73479,31.05524,29.51922,32.81544,40.71985,31.45112375,1.968695909
clone_101,low_het,Cnot3,C1,11/08/2022 13:00,42,27.82315,37.48413,36.39567,25.79409,34.72491,32.66014,35.77469,45.84441,34.56264875,2.181891933
clone_101,low_het,Cnot3,C1,11/08/2022 16:00,45,36.36589,46.67339,43.54421,33.47554,40.37294,36.88688,42.79959,52.64252,41.59512,2.195845291
clone_101,low_het,Cnot3,C1,11/08/2022 19:00,48,39.42888,51.83047,47.36198,38.87264,45.47763,44.72309,45.92794,57.16941,46.349005,2.136076571
clone_101,low_het,Cnot3,C1,11/08/2022 22:00,51,44.87912,58.20409,52.32803,42.60577,51.44298,53.63123,53.22114,65.25703,52.69617375,2.513857211
clone_101,low_het,Cnot3,C1,12/08/2022 01:00,54,48.57141,60.83991,52.81298,49.39708,56.04383,56.23116,55.85425,65.41064,55.6451575,1.982034335
clone_101,low_het,Cnot3,C1,12/08/2022 04:00,57,55.1818,70.56551,61.34349,54.63268,62.89983,61.78609,63.26336,75.16321,63.10449625,2.465934168
clone_101,low_het,Cnot3,C1,12/08/2022 07:00,60,60.66931,75.66248,66.14927,60.14813,66.76982,64.62309,67.21549,80.55145,67.72363,2.492810568
clone_101,low_het,Cnot3,C1,12/08/2022 10:00,63,68.89886,82.23994,71.69408,68.23808,71.35722,70.31426,74.92393,86.43514,74.26268875,2.344973749
clone_101,low_het,Cnot3,C1,12/08/2022 13:00,66,75.89037,87.39326,75.84727,71.07082,75.98332,74.42704,76.97552,90.05449,78.45526125,2.340889946
clone_101,low_het,Maz,D1,09/08/2022 19:00,0,3.555097,2.411904,2.876488,2.209148,1.895897,1.875068,3.239319,2.872528,2.616931125,0.218713598
clone_101,low_het,Maz,D1,09/08/2022 22:00,3,4.973776,3.207631,3.869509,3.041343,2.562008,2.525268,4.273929,3.54779,3.50015675,0.299868415
clone_101,low_het,Maz,D1,10/08/2022 01:00,6,5.323768,3.914718,4.461524,3.383754,3.04824,3.018739,4.794853,4.089065,4.004332625,0.294615131
clone_101,low_het,Maz,D1,10/08/2022 04:00,9,6.460405,4.626994,5.325271,3.925849,3.575107,3.536795,5.851316,5.05873,4.795058375,0.380201694
clone_101,low_het,Maz,D1,10/08/2022 07:00,12,8.599828,5.960241,6.956337,4.737079,4.519573,4.406824,7.203273,6.643218,6.128296625,0.529993688
clone_101,low_het,Maz,D1,10/08/2022 10:00,15,9.80687,6.998129,7.656179,5.774488,5.371845,4.716386,8.822729,7.7242,7.10885325,0.618592429
clone_101,low_het,Maz,D1,10/08/2022 13:00,18,12.59547,10.09861,10.07956,7.414158,7.305165,5.72129,9.724853,8.788516,8.96595275,0.75590487
clone_101,low_het,Maz,D1,10/08/2022 16:00,21,14.30862,10.8408,11.6661,8.483665,8.2652,7.09196,12.17213,11.14565,10.49676563,0.843769112
clone_101,low_het,Maz,D1,10/08/2022 19:00,24,15.367,11.65012,11.47857,9.211513,9.627268,8.93821,14.9453,12.8308,11.75609763,0.880342698
clone_101,low_het,Maz,D1,10/08/2022 22:00,27,20.72587,15.29788,16.51777,12.53312,12.09954,10.27125,17.61896,15.52522,15.07370125,1.18870082
clone_101,low_het,Maz,D1,11/08/2022 01:00,30,25.24161,17.5648,19.22585,13.76693,14.2628,11.4574,21.676,18.90557,17.76262,1.596348634
clone_101,low_het,Maz,D1,11/08/2022 04:00,33,30.60409,21.61719,22.01473,16.03727,16.95647,14.63724,25.25801,23.76262,21.3609525,1.889033713
clone_101,low_het,Maz,D1,11/08/2022 07:00,36,36.61911,27.68493,29.14514,20.52024,22.12522,18.11681,31.94138,29.47422,26.95338125,2.207056381
clone_101,low_het,Maz,D1,11/08/2022 10:00,39,44.51519,29.8583,32.54049,21.93345,22.9654,20.3,34.8182,32.46422,29.92440625,2.850599722
clone_101,low_het,Maz,D1,11/08/2022 13:00,42,51.88211,36.75337,38.27871,28.11155,30.28975,25.43139,40.46581,39.68613,36.3623525,2.9791305
clone_101,low_het,Maz,D1,11/08/2022 16:00,45,56.45165,39.16131,41.70351,30.23198,36.1796,28.59615,46.92868,45.89196,40.643105,3.256128089
clone_101,low_het,Maz,D1,11/08/2022 19:00,48,67.84172,50.50802,49.37125,38.38853,43.68492,36.58304,56.71389,56.40884,49.93752625,3.683505695
clone_101,low_het,Maz,D1,11/08/2022 22:00,51,80.30218,57.66122,57.03576,43.15396,47.56124,37.27921,61.24918,61.328,55.69634375,4.698657889
clone_101,low_het,Maz,D1,12/08/2022 01:00,54,83.75887,66.06853,62.13143,53.0152,61.02559,46.50779,69.7885,70.91579,64.1514625,4.041801726
clone_101,low_het,Maz,D1,12/08/2022 04:00,57,92.31745,72.75145,70.02328,53.01083,63.19362,48.99237,74.07322,75.15618,68.6898,4.839132041
clone_101,low_het,Maz,D1,12/08/2022 07:00,60,95.28054,81.18198,79.60419,63.48168,75.0674,59.4532,84.56437,85.96058,78.0742425,4.185644526
clone_101,low_het,Maz,D1,12/08/2022 10:00,63,97.66096,88.36299,85.77197,70.98244,80.40202,58.56274,85.69247,86.5752,81.75134875,4.241164266
clone_101,low_het,Maz,D1,12/08/2022 13:00,66,98.9195,90.31305,88.36872,76.08869,87.63992,69.34528,91.57677,93.5245,86.97205375,3.405848889
clone_109,low_het,Taf1,A2,09/08/2022 19:00,0,2.445709,1.992324,3.021743,3.554552,3.57695,3.522522,4.011281,3.199915,3.1656245,0.234511427
clone_109,low_het,Taf1,A2,09/08/2022 22:00,3,3.525458,2.937336,4.20318,4.815613,3.97413,4.732162,4.862053,4.184126,4.15425725,0.23846074
clone_109,low_het,Taf1,A2,10/08/2022 01:00,6,4.410648,2.769954,4.485084,4.943386,4.798266,4.988801,5.391308,4.975551,4.59537475,0.282639143
clone_109,low_het,Taf1,A2,10/08/2022 04:00,9,5.201458,2.779993,5.239497,5.198182,5.789992,5.496886,5.729622,5.643711,5.134917625,0.346866699
clone_109,low_het,Taf1,A2,10/08/2022 07:00,12,6.341238,3.081157,6.275745,5.850157,6.26755,5.707426,7.140243,6.614882,5.90979975,0.433113807
clone_109,low_het,Taf1,A2,10/08/2022 10:00,15,8.743511,5.00676,8.34879,8.649132,8.224225,6.459379,8.540344,7.590621,7.69534525,0.466678187
clone_109,low_het,Taf1,A2,10/08/2022 13:00,18,9.780513,6.191817,9.813088,10.72771,10.1471,8.553185,11.14497,10.8425,9.650110375,0.571202098
clone_109,low_het,Taf1,A2,10/08/2022 16:00,21,11.2541,7.438265,10.70278,12.3768,12.70413,10.71405,13.03704,12.03903,11.28327438,0.631147308
clone_109,low_het,Taf1,A2,10/08/2022 19:00,24,15.36741,8.830378,14.97842,16.06111,15.3252,12.09777,14.35301,14.19457,13.9009835,0.837288942
clone_109,low_het,Taf1,A2,10/08/2022 22:00,27,16.61789,10.64344,16.76177,19.27564,18.69844,15.62712,19.77389,18.5691,16.99591125,1.041230889
clone_109,low_het,Taf1,A2,11/08/2022 01:00,30,20.51485,12.1718,19.63437,20.31243,20.17872,18.75614,22.76524,21.32567,19.4574025,1.121262593
clone_109,low_het,Taf1,A2,11/08/2022 04:00,33,24.07425,14.93417,23.57818,27.22943,25.89659,23.42281,28.4041,26.75843,24.287245,1.482499664
clone_109,low_het,Taf1,A2,11/08/2022 07:00,36,27.04348,17.21516,25.17803,30.88744,29.20782,26.8192,32.6107,30.61079,27.4465775,1.700872747
clone_109,low_het,Taf1,A2,11/08/2022 10:00,39,32.68452,20.14149,32.18299,36.83505,35.6545,31.1832,38.28623,34.01011,32.62226125,1.977489889
clone_109,low_het,Taf1,A2,11/08/2022 13:00,42,35.29427,21.97532,33.8704,38.87983,38.7668,36.23491,42.49597,40.91783,36.05441625,2.252330836
clone_109,low_het,Taf1,A2,11/08/2022 16:00,45,45.49702,28.62626,42.08944,48.24109,44.56581,40.67689,47.03828,42.84248,42.44715875,2.166604098
clone_109,low_het,Taf1,A2,11/08/2022 19:00,48,45.76301,28.94053,44.12813,51.47455,49.80092,47.01055,53.53489,49.41645,46.25862875,2.698994745
clone_109,low_het,Taf1,A2,11/08/2022 22:00,51,53.34756,35.81061,51.03775,58.52424,57.38287,54.05341,59.01585,56.55559,53.215985,2.668407352
clone_109,low_het,Taf1,A2,12/08/2022 01:00,54,57.01514,37.00025,56.84155,61.56544,60.60923,58.08021,63.2163,59.31879,56.70586375,2.922752545
clone_109,low_het,Taf1,A2,12/08/2022 04:00,57,64.42021,45.84552,63.6488,67.86236,66.65388,67.21651,71.37566,67.61562,64.32982,2.767137255
clone_109,low_het,Taf1,A2,12/08/2022 07:00,60,65.5186,47.61487,65.28245,73.32597,72.59881,72.55518,76.34424,72.74393,68.24800625,3.248625479
clone_109,low_het,Taf1,A2,12/08/2022 10:00,63,74.37138,55.17626,73.39037,76.89685,76.75385,79.109,80.33292,76.92259,74.1191525,2.82037833
clone_109,low_het,Taf1,A2,12/08/2022 13:00,66,79.39945,59.99726,77.74858,80.37437,78.46604,80.86401,82.88031,76.38098,77.013875,2.531363307
clone_109,low_het,Klf12,B2,09/08/2022 19:00,0,3.313142,2.989647,4.57878,2.913434,3.252841,3.151565,3.608843,4.561092,3.546168,0.235524026
clone_109,low_het,Klf12,B2,09/08/2022 22:00,3,4.548117,3.740097,5.916194,3.768438,4.143698,4.365985,4.571337,5.061121,4.514373375,0.252973755
clone_109,low_het,Klf12,B2,10/08/2022 01:00,6,5.182063,4.676915,6.864005,4.753264,4.797722,4.477436,5.556572,5.887511,5.274436,0.282900818
clone_109,low_het,Klf12,B2,10/08/2022 04:00,9,5.88321,4.930343,7.134233,5.31045,5.753865,5.196678,6.253687,7.059793,5.940282375,0.292302043
clone_109,low_het,Klf12,B2,10/08/2022 07:00,12,6.058784,5.426136,8.435108,6.352232,7.14878,6.015284,6.426054,8.940328,6.85033825,0.438116352
clone_109,low_het,Klf12,B2,10/08/2022 10:00,15,8.603516,6.060424,10.55022,7.010557,7.92935,6.324438,7.047229,9.811994,7.917216,0.575660721
clone_109,low_het,Klf12,B2,10/08/2022 13:00,18,9.964079,7.905926,12.7171,8.802791,9.994128,9.070009,10.20105,11.82139,10.05955913,0.557366257
clone_109,low_het,Klf12,B2,10/08/2022 16:00,21,11.95149,9.948439,16.09901,10.79026,12.16476,11.17269,11.92144,15.65587,12.46299488,0.78881512
clone_109,low_het,Klf12,B2,10/08/2022 19:00,24,13.69639,9.487268,18.46618,11.51292,12.60537,10.65969,12.90551,16.43582,13.2211435,1.05195491
clone_109,low_het,Klf12,B2,10/08/2022 22:00,27,17.1089,13.14986,23.7681,14.63212,18.81392,15.86272,19.83296,22.27362,18.180275,1.306067706
clone_109,low_het,Klf12,B2,11/08/2022 01:00,30,19.32058,16.70147,27.71668,18.4961,20.97622,17.62961,22.03576,25.13822,21.00183,1.35118234
clone_109,low_het,Klf12,B2,11/08/2022 04:00,33,25.98626,21.96378,36.02765,23.78222,27.14201,22.92826,26.43863,32.06683,27.041955,1.694617569
clone_109,low_het,Klf12,B2,11/08/2022 07:00,36,32.34539,24.504,43.0117,27.80314,32.4418,28.17096,33.21317,40.79874,32.7861125,2.251916008
clone_109,low_het,Klf12,B2,11/08/2022 10:00,39,38.05329,32.11449,51.21019,34.11836,36.32271,30.80508,37.00482,44.70329,38.04152875,2.40798217
clone_109,low_het,Klf12,B2,11/08/2022 13:00,42,42.02163,38.51385,58.73743,41.01774,44.62399,40.35306,48.65351,53.75797,45.9598975,2.535218328
clone_109,low_het,Klf12,B2,11/08/2022 16:00,45,51.52522,42.73923,66.37812,46.11669,51.02143,45.93265,57.04566,64.42211,53.14763875,3.088955521
clone_109,low_het,Klf12,B2,11/08/2022 19:00,48,63.71476,55.16471,79.01271,58.125,63.39618,57.45076,69.92992,74.64658,65.1800775,3.043350171
clone_109,low_het,Klf12,B2,11/08/2022 22:00,51,74.15284,67.38486,88.5749,69.16016,71.52814,67.01076,76.64677,81.75057,74.526125,2.670797877
clone_109,low_het,Klf12,B2,12/08/2022 01:00,54,78.87737,74.64066,94.69426,76.65257,82.18579,80.26272,87.5519,94.01825,83.61044,2.709824712
clone_109,low_het,Klf12,B2,12/08/2022 04:00,57,91.05666,86.61884,98.45039,89.37315,91.58018,89.6108,94.66612,96.56822,92.240545,1.412653945
clone_109,low_het,Klf12,B2,12/08/2022 07:00,60,96.61877,93.17703,99.70321,95.07355,96.84918,97.22881,99.0625,99.57871,97.16147,0.80787598
clone_109,low_het,Klf12,B2,12/08/2022 10:00,63,98.67625,98.22948,99.99268,98.77533,99.14971,99.56313,99.71481,99.91333,99.25184,0.228022232
clone_109,low_het,Klf12,B2,12/08/2022 13:00,66,99.63689,99.20385,99.99419,99.66455,99.75968,99.81725,99.80496,100,99.73517125,0.089281046
clone_109,low_het,Cnot3,C2,09/08/2022 19:00,0,3.588081,3.363267,3.213505,3.979526,3.489264,3.258646,3.041821,3.102259,3.379546125,0.107645132
clone_109,low_het,Cnot3,C2,09/08/2022 22:00,3,4.628975,5.069384,4.38463,5.141363,4.090363,4.592438,4.274477,4.097806,4.5349295,0.142972073
clone_109,low_het,Cnot3,C2,10/08/2022 01:00,6,5.866818,6.031606,5.391238,5.740139,5.024926,5.042819,4.669128,4.601179,5.295981625,0.193030603
clone_109,low_het,Cnot3,C2,10/08/2022 04:00,9,6.173447,5.931284,5.508495,6.162724,5.59939,5.876106,5.7357,5.290716,5.78473275,0.110269028
clone_109,low_het,Cnot3,C2,10/08/2022 07:00,12,7.614047,7.805736,6.861273,7.656659,6.464092,7.206759,6.695598,5.635925,6.992511125,0.259104558
clone_109,low_het,Cnot3,C2,10/08/2022 10:00,15,8.167954,8.166863,7.666152,8.987585,7.270885,7.630435,7.899775,6.302653,7.76153775,0.275393722
clone_109,low_het,Cnot3,C2,10/08/2022 13:00,18,11.34171,11.42851,9.459816,9.941406,8.43422,9.025964,8.460378,7.529502,9.45268825,0.493056552
clone_109,low_het,Cnot3,C2,10/08/2022 16:00,21,13.65145,13.34203,11.10761,13.04448,10.57467,10.6545,11.71711,10.41473,11.8133225,0.473812155
clone_109,low_het,Cnot3,C2,10/08/2022 19:00,24,13.39366,14.09897,11.93899,15.09704,12.86064,11.8709,13.22027,11.43691,12.9896725,0.43652905
clone_109,low_het,Cnot3,C2,10/08/2022 22:00,27,19.48119,19.46843,16.76321,17.65871,16.76341,16.85342,15.45003,14.27584,17.08928,0.634943287
clone_109,low_het,Cnot3,C2,11/08/2022 01:00,30,21.51284,20.84401,18.82484,19.32419,18.32755,19.70382,18.1127,16.61051,19.1575575,0.552533747
clone_109,low_het,Cnot3,C2,11/08/2022 04:00,33,28.43948,26.21606,22.57245,24.49014,20.48623,20.89768,20.20481,18.47458,22.72267875,1.20082075
clone_109,low_het,Cnot3,C2,11/08/2022 07:00,36,32.01649,31.03898,26.4587,29.41966,25.9097,27.68335,26.71725,22.55907,27.7254,1.076321268
clone_109,low_het,Cnot3,C2,11/08/2022 10:00,39,36.55287,33.58822,28.76148,30.9812,29.24203,28.3589,26.95574,24.63095,29.88392375,1.333405068
clone_109,low_het,Cnot3,C2,11/08/2022 13:00,42,44.39467,40.65095,37.36512,40.75353,35.47339,36.84515,33.4737,29.92044,37.35961875,1.615260667
clone_109,low_het,Cnot3,C2,11/08/2022 16:00,45,50.11295,45.9235,42.21099,46.76408,41.74647,39.81049,37.6953,33.47882,42.217825,1.887810454
clone_109,low_het,Cnot3,C2,11/08/2022 19:00,48,60.84851,55.76555,51.45932,54.3315,49.13105,49.15062,48.1112,39.65307,51.0563525,2.216010108
clone_109,low_het,Cnot3,C2,11/08/2022 22:00,51,68.41632,59.44254,59.0515,56.92301,50.66057,52.05555,48.62996,43.43524,54.82683625,2.743264675
clone_109,low_het,Cnot3,C2,12/08/2022 01:00,54,77.95331,68.45547,71.53593,72.46954,63.01718,65.92855,59.25454,54.62822,66.6553425,2.678277573
clone_109,low_het,Cnot3,C2,12/08/2022 04:00,57,87.59452,75.82201,77.33603,79.26383,68.51754,72.13512,68.51439,62.39865,73.94776125,2.75539811
clone_109,low_het,Cnot3,C2,12/08/2022 07:00,60,94.12368,87.37154,88.00316,91.87888,82.87041,81.92799,82.1466,71.84988,85.0215175,2.464896192
clone_109,low_het,Cnot3,C2,12/08/2022 10:00,63,98.4463,94.02015,94.2953,96.2616,88.35145,87.61069,85.95081,77.96301,90.36241375,2.367260562
clone_109,low_het,Cnot3,C2,12/08/2022 13:00,66,99.23357,96.75091,97.53414,97.77057,91.96303,92.93255,93.12821,88.9268,94.7799725,1.257721295
clone_109,low_het,Maz,D2,09/08/2022 19:00,0,3.568619,4.049866,4.540265,3.406905,3.377813,2.94437,3.168911,2.660894,3.464705375,0.21235443
clone_109,low_het,Maz,D2,09/08/2022 22:00,3,4.548186,5.13986,5.847356,4.321664,4.453808,3.580364,4.260885,3.300849,4.4316215,0.285498088
clone_109,low_het,Maz,D2,10/08/2022 01:00,6,4.929591,6.030238,6.545359,4.841701,5.075598,4.315587,4.602751,4.034568,5.046924125,0.299580889
clone_109,low_het,Maz,D2,10/08/2022 04:00,9,5.623908,6.021155,7.130886,5.162532,5.999371,4.546615,4.343654,3.917654,5.343221875,0.374720462
clone_109,low_het,Maz,D2,10/08/2022 07:00,12,7.114565,6.469079,9.018043,6.702975,6.895283,5.279242,5.364949,4.114811,6.369868375,0.521825056
clone_109,low_het,Maz,D2,10/08/2022 10:00,15,8.454227,8.210431,10.10865,7.521442,8.466043,6.10256,6.28312,5.261348,7.550977625,0.560268168
clone_109,low_het,Maz,D2,10/08/2022 13:00,18,10.23048,8.846702,11.44163,9.000698,10.21198,7.737517,6.704408,7.116272,8.911210875,0.587321454
clone_109,low_het,Maz,D2,10/08/2022 16:00,21,12.16681,10.97916,14.66708,11.66781,11.81135,9.471769,8.569164,8.162015,10.93689475,0.75805636
clone_109,low_het,Maz,D2,10/08/2022 19:00,24,11.87766,12.95181,15.51696,12.38691,12.42119,9.725947,9.497992,9.228858,11.70091588,0.756070621
clone_109,low_het,Maz,D2,10/08/2022 22:00,27,17.31834,16.40379,19.59879,15.56586,15.92651,11.92137,11.96945,11.27158,14.99696125,1.054209693
clone_109,low_het,Maz,D2,11/08/2022 01:00,30,19.43666,17.8625,21.79032,17.23277,18.53652,13.96873,14.03368,13.59614,17.057165,1.048734202
clone_109,low_het,Maz,D2,11/08/2022 04:00,33,22.90114,19.50803,24.97419,19.97439,21.02955,15.39062,15.41685,14.57864,19.22167625,1.344687512
clone_109,low_het,Maz,D2,11/08/2022 07:00,36,27.5013,24.21233,30.57958,25.58689,26.72872,18.75464,19.8835,18.0662,23.914145,1.61006643
clone_109,low_het,Maz,D2,11/08/2022 10:00,39,28.58665,26.28961,34.08121,26.0594,30.28362,20.88123,22.05549,23.19711,26.42929,1.573079069
clone_109,low_het,Maz,D2,11/08/2022 13:00,42,36.38944,35.76533,40.7637,33.61117,36.21278,26.46498,26.60847,28.49302,33.03861125,1.861091076
clone_109,low_het,Maz,D2,11/08/2022 16:00,45,40.95574,37.21783,45.82775,38.49794,40.16225,31.04854,26.79353,30.79115,36.41184125,2.24102347
clone_109,low_het,Maz,D2,11/08/2022 19:00,48,52.19473,45.43705,56.38958,45.24236,49.31101,38.8215,36.84359,38.1321,45.29649,2.505304789
clone_109,low_het,Maz,D2,11/08/2022 22:00,51,58.07077,47.34949,58.73402,46.58428,50.92781,41.37046,38.6559,42.15807,47.98135,2.649216395
clone_109,low_het,Maz,D2,12/08/2022 01:00,54,70.23847,61.13813,71.84229,60.10995,61.48956,51.55313,47.19869,52.56139,59.51645125,3.097458153
clone_109,low_het,Maz,D2,12/08/2022 04:00,57,73.72979,61.95824,74.21484,61.85867,68.01225,55.95196,51.05243,59.00397,63.22276875,2.916707179
clone_109,low_het,Maz,D2,12/08/2022 07:00,60,85.50835,78.88384,85.96577,74.67315,79.66756,66.96767,63.03218,70.8272,75.690715,2.954999682
clone_109,low_het,Maz,D2,12/08/2022 10:00,63,92.00912,80.15625,86.77084,76.46935,80.80487,67.49788,58.47172,70.1236,76.53795375,3.837381836
clone_109,low_het,Maz,D2,12/08/2022 13:00,66,95.6181,92.61581,95.95252,88.67747,91.1382,83.74754,73.45758,84.76167,88.24611125,2.647298486
clone_17,low_het,Taf1,A3,09/08/2022 19:00,0,2.411153,1.707413,1.852942,3.838846,2.384929,2.540906,3.251749,2.787437,2.596921875,0.247660159
clone_17,low_het,Taf1,A3,09/08/2022 22:00,3,3.238499,2.527794,2.209285,4.169239,2.615685,2.868021,4.188566,3.573673,3.17384525,0.265159631
clone_17,low_het,Taf1,A3,10/08/2022 01:00,6,3.590403,2.777739,2.883318,4.097532,4.017086,4.139805,4.886228,4.372063,3.84552175,0.256032326
clone_17,low_het,Taf1,A3,10/08/2022 04:00,9,4.099377,3.437089,2.953657,5.15065,4.482354,4.577415,5.296928,5.780909,4.472297375,0.337553905
clone_17,low_het,Taf1,A3,10/08/2022 07:00,12,5.364264,3.88187,3.435178,5.953071,4.634233,5.22782,6.000533,6.734526,5.153936875,0.395187046
clone_17,low_het,Taf1,A3,10/08/2022 10:00,15,8.07822,6.920754,4.949259,9.00452,6.670604,6.517428,7.959803,8.483254,7.32298025,0.463307001
clone_17,low_het,Taf1,A3,10/08/2022 13:00,18,8.951802,7.214337,5.786029,9.755381,8.567662,8.72999,9.297011,8.655275,8.369685875,0.450785637
clone_17,low_het,Taf1,A3,10/08/2022 16:00,21,11.24105,9.141376,6.136024,12.89725,9.879671,9.774022,11.99622,11.31344,10.29738163,0.740051709
clone_17,low_het,Taf1,A3,10/08/2022 19:00,24,14.09822,10.78992,8.735043,16.52877,13.20353,12.20341,13.51242,15.53158,13.07536163,0.886754046
clone_17,low_het,Taf1,A3,10/08/2022 22:00,27,16.03536,11.51852,9.596399,17.4143,13.85134,14.22612,17.05918,15.63716,14.41729738,0.964259412
clone_17,low_het,Taf1,A3,11/08/2022 01:00,30,17.39401,13.33616,11.83491,20.69985,14.08927,15.81567,18.35616,18.67822,16.27553125,1.071362212
clone_17,low_het,Taf1,A3,11/08/2022 04:00,33,20.34199,16.55806,13.25653,23.07481,18.51617,19.62153,21.92567,23.09707,19.54897875,1.20201044
clone_17,low_het,Taf1,A3,11/08/2022 07:00,36,22.6624,16.7587,14.22995,28.58712,20.91059,20.38058,25.47741,25.08419,21.7613675,1.672424492
clone_17,low_het,Taf1,A3,11/08/2022 10:00,39,27.00121,19.24662,16.00845,31.86966,22.78157,26.37238,30.39157,29.53077,25.40027875,1.983262106
clone_17,low_het,Taf1,A3,11/08/2022 13:00,42,28.73654,20.54386,16.99602,32.54125,24.4956,27.62626,33.41045,32.86767,27.15220625,2.144280972
clone_17,low_het,Taf1,A3,11/08/2022 16:00,45,34.35458,25.07675,20.23608,40.42436,30.55288,31.92116,35.50665,36.41007,31.81031625,2.300593623
clone_17,low_het,Taf1,A3,11/08/2022 19:00,48,38.50148,27.48209,22.13471,45.17195,33.68006,34.65978,39.88363,40.02156,35.1919075,2.633550213
clone_17,low_het,Taf1,A3,11/08/2022 22:00,51,45.49128,30.86518,24.20598,50.989,37.0298,42.12413,46.5065,45.25766,40.30869125,3.18017718
clone_17,low_het,Taf1,A3,12/08/2022 01:00,54,45.99308,32.40358,24.1678,53.97045,41.87656,42.2818,49.99542,48.3036,42.37403625,3.463979267
clone_17,low_het,Taf1,A3,12/08/2022 04:00,57,52.6572,36.42079,28.17062,57.68233,46.0144,47.95379,56.50874,54.48371,47.4864475,3.6814968
clone_17,low_het,Taf1,A3,12/08/2022 07:00,60,54.33096,40.85194,27.9107,62.78315,49.76316,51.71397,60.33312,56.99854,50.5856925,4.030669801
clone_17,low_het,Taf1,A3,12/08/2022 10:00,63,63.96143,46.65073,33.12835,71.19564,56.76102,59.64578,66.66862,62.13034,57.51773875,4.333540706
clone_17,low_het,Taf1,A3,12/08/2022 13:00,66,69.71858,49.26287,40.81171,77.27963,64.23698,57.79509,68.17239,63.22409,61.3126675,4.146264279
clone_17,low_het,Klf12,B3,09/08/2022 19:00,0,2.20109,2.715595,3.057391,2.184631,2.533599,2.757047,2.02886,2.20232,2.460066625,0.127545627
clone_17,low_het,Klf12,B3,09/08/2022 22:00,3,3.128892,3.418925,3.63691,2.883318,3.999741,3.646607,2.724199,3.05828,3.312109,0.154059911
clone_17,low_het,Klf12,B3,10/08/2022 01:00,6,4.263822,3.659309,4.247364,2.933171,4.396989,3.714352,3.01191,3.097615,3.6655665,0.212133504
clone_17,low_het,Klf12,B3,10/08/2022 04:00,9,4.519299,4.274135,4.834736,3.221973,4.812336,4.497309,3.774381,3.498211,4.1790475,0.215488223
clone_17,low_het,Klf12,B3,10/08/2022 07:00,12,6.066433,5.655595,6.185122,4.395829,6.267687,5.417805,5.171411,4.384629,5.443063875,0.265781552
clone_17,low_het,Klf12,B3,10/08/2022 10:00,15,6.368759,5.953071,6.69437,5.054906,7.100495,6.484921,5.580202,5.323904,6.0700785,0.251914941
