"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AW011738",1.03161055657276e-18,0.255166264061982,0.194,0.04,2.63906612582443e-14,"endothelial","AW011738"
"Rock2.2",1.06457069671774e-18,0.642758697594281,0.899,0.639,2.72338475634331e-14,"endothelial","Rock2"
"Arl8a.2",1.07716051979983e-18,0.632674421310316,0.669,0.363,2.75559204175192e-14,"endothelial","Arl8a"
"Psmd8",1.15062800950273e-18,0.358257330751854,1,1,2.94353657390988e-14,"endothelial","Psmd8"
"Nab1.1",1.30194981561058e-18,0.477042439379738,0.482,0.191,3.33064801829499e-14,"endothelial","Nab1"
"Snap47.2",1.38778884399511e-18,-0.648113232941048,0.619,0.835,3.5502414207083e-14,"endothelial","Snap47"
"Gorasp2.2",1.40956274332841e-18,0.535581339438807,0.95,0.845,3.60594340998274e-14,"endothelial","Gorasp2"
"Clip2",1.43093800348313e-18,0.282604131803075,0.281,0.075,3.66062560051055e-14,"endothelial","Clip2"
"Fst.12",1.46663173629168e-18,-2.025045696445,0.079,0.465,3.75193730778137e-14,"endothelial","Fst"
"Anxa7.4",1.55210818901461e-18,0.738625696290302,0.727,0.457,3.97060316913718e-14,"endothelial","Anxa7"
"Akr7a5.8",1.59311692835295e-18,-0.659074273838311,0.77,0.919,4.07551172611252e-14,"endothelial","Akr7a5"
"Actb.4",1.63267353275957e-18,0.490408038603158,1,1,4.17670543150552e-14,"endothelial","Actb"
"Slc2a3.9",1.80276782262964e-18,-1.74217086590387,0.489,0.736,4.61184064385115e-14,"endothelial","Slc2a3"
"Cdc42bpa",1.89821192655309e-18,0.440716080826521,0.518,0.215,4.8560057505081e-14,"endothelial","Cdc42bpa"
"Dhrs4.7",2.17055715397759e-18,-0.667541508792303,0.554,0.804,5.55271931130547e-14,"endothelial","Dhrs4"
"Rnd3.10",2.25474744203547e-18,-0.852419830859969,0.209,0.573,5.76809490621513e-14,"endothelial","Rnd3"
"Sqstm1.6",2.50820162935376e-18,0.596597182520948,0.813,0.508,6.41648140821278e-14,"endothelial","Sqstm1"
"Epha4.9",2.54812319415913e-18,-0.896768650800697,0.065,0.437,6.51860875529788e-14,"endothelial","Epha4"
"Arf1.1",2.63817008026289e-18,0.3202871272277,1,1,6.74896669932852e-14,"endothelial","Arf1"
"Tspan4.5",2.88929818588243e-18,0.747509413939851,0.799,0.531,7.39140261912443e-14,"endothelial","Tspan4"
"Tcn2.2",3.12451983677781e-18,0.545922294493183,0.504,0.213,7.99314664644499e-14,"endothelial","Tcn2"
"Wdr1.7",3.20891852463047e-18,0.747342424757992,0.914,0.771,8.20905536970966e-14,"endothelial","Wdr1"
"Frzb.9",3.34699107910054e-18,-0.935360641678354,0.086,0.464,8.56227257855499e-14,"endothelial","Frzb"
"Klf6.8",3.67074824851652e-18,0.873019631314389,0.813,0.538,9.39050816935495e-14,"endothelial","Klf6"
"Bola1.7",3.78390764971472e-18,-0.597024402762686,0.813,0.956,9.67999254950019e-14,"endothelial","Bola1"
"Uchl1.10",3.81654824956842e-18,-0.871653023582475,0.216,0.563,9.76349373204592e-14,"endothelial","Uchl1"
"Piezo1.1",3.86562711145244e-18,0.467850691719539,0.475,0.192,9.88904727651764e-14,"endothelial","Piezo1"
"Rcor1",4.09170481052235e-18,0.573531349580794,0.64,0.329,1.04673992462783e-13,"endothelial","Rcor1"
"Rassf3.3",4.16109707021217e-18,0.59453485365097,0.547,0.259,1.06449185250168e-13,"endothelial","Rassf3"
"Sptssa.2",4.81805381095968e-18,0.577092712496738,1,0.992,1.2325545259197e-13,"endothelial","Sptssa"
"Tox2",4.86847654531081e-18,0.264727245329854,0.209,0.046,1.24545366982141e-13,"endothelial","Tox2"
"Gng2.6",4.98820484784239e-18,0.701587602223862,0.906,0.769,1.27608256417504e-13,"endothelial","Gng2"
"Irf2bp2.2",5.07207736567163e-18,0.681200720213051,0.777,0.535,1.29753883168612e-13,"endothelial","Irf2bp2"
"Agap3.1",5.1153001338595e-18,0.621710853432993,0.791,0.528,1.30859608024394e-13,"endothelial","Agap3"
"Plpp2.2",5.47179207082275e-18,0.664348151642316,0.583,0.288,1.39979384755788e-13,"endothelial","Plpp2"
"Rbms2.3",5.85677590799458e-18,0.658175049940648,0.784,0.516,1.49828041278317e-13,"endothelial","Rbms2"
"Hpf1.1",6.08289489483761e-18,-0.490426845568099,0.964,0.993,1.55612617199736e-13,"endothelial","Hpf1"
"Cited2.8",6.16500619341599e-18,-0.895589327511956,0.885,0.972,1.57713188439968e-13,"endothelial","Cited2"
"Fstl1.7",6.35602217268519e-18,0.55106565401588,0.986,0.897,1.62599759221633e-13,"endothelial","Fstl1"
"Cdc16.1",7.05889415896228e-18,0.567589865812812,0.971,0.895,1.80580630374573e-13,"endothelial","Cdc16"
"Zfp219.9",7.2198507646706e-18,-0.729462897020547,0.259,0.602,1.84698222261803e-13,"endothelial","Zfp219"
"Tram1.4",7.40336255854378e-18,0.579927510422029,0.928,0.846,1.89392820972667e-13,"endothelial","Tram1"
"Rpp25l.2",7.56914433208418e-18,-0.545998759845226,0.878,0.969,1.93633850303378e-13,"endothelial","Rpp25l"
"Mtpn.2",7.96139308290724e-18,0.459803651644155,0.986,0.964,2.03668357846933e-13,"endothelial","Mtpn"
"Atp6v0d1.3",8.55080106601783e-18,0.600187661822372,0.906,0.751,2.18746592870868e-13,"endothelial","Atp6v0d1"
"Stk25.1",8.87112939660519e-18,0.638620612239097,0.871,0.72,2.26941232223954e-13,"endothelial","Stk25"
"Exosc3.3",9.59295972086431e-18,-0.538431597442205,0.885,0.973,2.45407095579151e-13,"endothelial","Exosc3"
"Eno3.8",9.78580657935822e-18,-0.914183021164829,0.468,0.756,2.50340503913142e-13,"endothelial","Eno3"
"Gng12.5",9.96102368650858e-18,0.522713501766971,0.597,0.291,2.54822907948262e-13,"endothelial","Gng12"
"Pak1.11",1.09404871456559e-17,-0.736516660742116,0.129,0.497,2.79879542160169e-13,"endothelial","Pak1"
"Rgl2.1",1.14923931318083e-17,0.588386473604818,0.676,0.379,2.93998401097919e-13,"endothelial","Rgl2"
"Rasal2",1.35540117407302e-17,0.523703699301958,0.511,0.231,3.4673872835136e-13,"endothelial","Rasal2"
"Mpst.5",1.47747455495471e-17,-0.668209928778515,0.209,0.583,3.77967540648514e-13,"endothelial","Mpst"
"Surf2.5",1.51531156633519e-17,-0.613957725859584,0.597,0.828,3.87647004899867e-13,"endothelial","Surf2"
"Lgals1.10",1.51754789077937e-17,1.61463359805186,0.849,0.764,3.88219101419178e-13,"endothelial","Lgals1"
"2810004N23Rik.2",2.47775926956541e-17,-0.465772510215988,0.993,0.991,6.33860376340224e-13,"endothelial","2810004N23Rik"
"Itga3.3",2.51360992954355e-17,0.327068159571562,0.309,0.092,6.43031692175831e-13,"endothelial","Itga3"
"Hmbox1.2",2.5552959705677e-17,0.519519138470274,0.568,0.271,6.53695815190629e-13,"endothelial","Hmbox1"
"Mtdh.2",2.56535209070608e-17,0.431441479896804,1,0.998,6.5626837184443e-13,"endothelial","Mtdh"
"Grk2",2.57270795710993e-17,0.608855028120432,0.719,0.424,6.58150149587863e-13,"endothelial","Grk2"
"Myo1b.5",2.75518043745631e-17,0.566203325541849,0.777,0.462,7.04830259510072e-13,"endothelial","Myo1b"
"Skil.8",2.81553399869705e-17,0.60164446704761,0.676,0.357,7.20269907546678e-13,"endothelial","Skil"
"Pmm1.3",2.88009792486962e-17,-0.65113390067954,0.482,0.779,7.36786651140146e-13,"endothelial","Pmm1"
"Acsl1.1",2.90501271379485e-17,0.370323756984822,0.36,0.121,7.43160352442999e-13,"endothelial","Acsl1"
"Naa20.2",3.02455129203708e-17,0.467273289298575,1,0.948,7.73740711528925e-13,"endothelial","Naa20"
"Prdx2.2",3.11360877695536e-17,-0.267451505443078,1,1,7.9652339732072e-13,"endothelial","Prdx2"
"Gabarapl2.1",3.18354888748082e-17,0.44016331285164,0.993,0.982,8.14415476395343e-13,"endothelial","Gabarapl2"
"Arxes2.1",3.21972750105336e-17,-0.6327611196735,0.374,0.716,8.2367068931947e-13,"endothelial","Arxes2"
"Sp8.13",3.2389049588213e-17,-0.883322550122285,0.029,0.388,8.28576666565665e-13,"endothelial","Sp8"
"Arrb1",3.83841797705865e-17,0.508680699537353,0.417,0.162,9.81944086891144e-13,"endothelial","Arrb1"
"Sbf2",4.09268982255614e-17,0.408565589739975,0.576,0.263,1.04699191040631e-12,"endothelial","Sbf2"
"Spint1.12",4.131238383459e-17,-0.897024456186998,0.05,0.418,1.05685340325648e-12,"endothelial","Spint1"
"Fbxl12",4.14721386693856e-17,0.514421466885139,0.662,0.363,1.06094025144022e-12,"endothelial","Fbxl12"
"Glo1.1",4.48139861339991e-17,-0.435510340608612,0.978,0.997,1.14643139327996e-12,"endothelial","Glo1"
"Mydgf.3",4.48193940835842e-17,0.44457409523372,0.993,0.972,1.14656973944625e-12,"endothelial","Mydgf"
"Kctd10.2",4.5158925347893e-17,0.500440552773977,0.777,0.467,1.1552556282498e-12,"endothelial","Kctd10"
"Selenof.2",4.80316707415905e-17,0.291679942754618,1,1,1.22874620091137e-12,"endothelial","Selenof"
"Txn1.3",5.09831908084835e-17,0.277838864905467,1,1,1.30425198726262e-12,"endothelial","Txn1"
"Slc1a5.3",5.11557204710408e-17,0.631086525730114,0.727,0.448,1.30866564109016e-12,"endothelial","Slc1a5"
"Mrpl18.1",5.14035716342202e-17,-0.399724753610183,1,1,1.31500616954662e-12,"endothelial","Mrpl18"
"Ptpn1",5.48420543106808e-17,0.554176477254017,0.921,0.84,1.40296943337584e-12,"endothelial","Ptpn1"
"Car4.13",5.51302078871956e-17,-1.83897699042723,0.273,0.599,1.41034097817024e-12,"endothelial","Car4"
"D030056L22Rik.1",5.70715181845902e-17,-0.567687073457127,0.77,0.952,1.46000357819819e-12,"endothelial","D030056L22Rik"
"Hmox2",5.98208854922093e-17,0.51328523948524,0.978,0.886,1.5303378926617e-12,"endothelial","Hmox2"
"Acap2",6.05432879647787e-17,0.522841683976575,0.576,0.279,1.54881839271497e-12,"endothelial","Acap2"
"Dusp1.5",6.07931331636395e-17,0.788817542819075,0.748,0.445,1.55520993259223e-12,"endothelial","Dusp1"
"Maff",6.24909697127316e-17,0.391894561866393,0.381,0.136,1.5986439871911e-12,"endothelial","Maff"
"Sp5.12",6.834638618394e-17,-1.38891769707433,0.158,0.511,1.74843725135755e-12,"endothelial","Sp5"
"Kctd17.2",7.43522406384225e-17,0.602799397165609,0.698,0.433,1.90207902001212e-12,"endothelial","Kctd17"
"Ptpn9.1",7.8194781280911e-17,0.47291764953418,0.597,0.286,2.00037889472827e-12,"endothelial","Ptpn9"
"Bcas2",8.43643160628183e-17,-0.349992917984015,1,1,2.15820793351902e-12,"endothelial","Bcas2"
"Soat1.4",8.44687130814147e-17,0.608018101716507,0.863,0.674,2.16087861804875e-12,"endothelial","Soat1"
"Parl.1",8.95232205874439e-17,-0.481474399893424,0.928,0.991,2.29018302906799e-12,"endothelial","Parl"
"Bik.1",9.04571800985157e-17,0.562410563753444,0.353,0.122,2.31407558128023e-12,"endothelial","Bik"
"Kif5c.1",9.13152042492609e-17,-0.595267597301943,0.043,0.399,2.33602555510459e-12,"endothelial","Kif5c"
"Matn4.2",9.23533645967907e-17,0.268357690979316,0.137,0.023,2.3625837731151e-12,"endothelial","Matn4"
"Ipo5.5",9.38335737540284e-17,-0.559059328809795,0.871,0.968,2.40045048377555e-12,"endothelial","Ipo5"
"Tbxa2r",9.84090367030313e-17,0.321963689509228,0.165,0.033,2.51749997693695e-12,"endothelial","Tbxa2r"
"Med30.1",1.02341000198981e-16,-0.536462701026952,0.82,0.952,2.61808746709033e-12,"endothelial","Med30"
"Ttc7b",1.05874696659965e-16,0.486592691787416,0.46,0.196,2.70848648995522e-12,"endothelial","Ttc7b"
"Zdhhc9",1.07778452719823e-16,0.321466187416265,0.245,0.065,2.7571883774785e-12,"endothelial","Zdhhc9"
"Ltbr.2",1.1666611113219e-16,0.436631278236126,0.453,0.187,2.9845524549837e-12,"endothelial","Ltbr"
"Tmed2.7",1.1742651866338e-16,0.38413110294595,1,1,3.00400520044658e-12,"endothelial","Tmed2"
"Ppp1r1a.9",1.19961905272179e-16,-0.991678488464985,0.137,0.5,3.06886546067288e-12,"endothelial","Ppp1r1a"
"Vgll4.8",1.2094254969732e-16,0.658488550249032,0.835,0.594,3.09395230635684e-12,"endothelial","Vgll4"
"Rcor2.5",1.24768237714591e-16,-0.630365320336645,0.597,0.871,3.19182105721468e-12,"endothelial","Rcor2"
"Plgrkt.3",1.25894051472258e-16,-0.601515321048623,0.173,0.538,3.22062162476331e-12,"endothelial","Plgrkt"
"Cox6b1",1.33647809303957e-16,0.264576401372723,1,1,3.41897825761383e-12,"endothelial","Cox6b1"
"Rassf7.10",1.36043616552722e-16,-0.687007767994643,0.23,0.57,3.48026779865172e-12,"endothelial","Rassf7"
"Ctnnd1.3",1.43565840033759e-16,0.561403243448615,0.727,0.447,3.67270131974362e-12,"endothelial","Ctnnd1"
"Gstk1",1.48999764051604e-16,0.525417710695349,0.424,0.17,3.81171196396814e-12,"endothelial","Gstk1"
"Enah.1",1.58213078728343e-16,-0.597108365261793,0.683,0.878,4.04740698002846e-12,"endothelial","Enah"
"Nt5dc2.2",1.61122425661329e-16,-0.346976967757101,1,1,4.12183389326812e-12,"endothelial","Nt5dc2"
"Nfkb1.2",1.61379024774756e-16,0.413467527641797,0.597,0.282,4.1283982117878e-12,"endothelial","Nfkb1"
"Slc7a7",1.61929597745504e-16,0.301849280886671,0.273,0.078,4.14248296952548e-12,"endothelial","Slc7a7"
"Mphosph9",1.64119082324186e-16,0.532074306427106,0.576,0.283,4.19849436401731e-12,"endothelial","Mphosph9"
"Trabd",1.65625422645298e-16,0.537406061234414,0.95,0.819,4.23702956211203e-12,"endothelial","Trabd"
"2610318N02Rik.4",1.6723297326288e-16,-0.582949890737072,0.777,0.908,4.278153922011e-12,"endothelial","2610318N02Rik"
"Plekhf2.2",1.69346436708334e-16,0.54334205889467,0.683,0.377,4.33222054387260e-12,"endothelial","Plekhf2"
"Faap20",1.69701773554187e-16,-0.570443406116652,0.662,0.898,4.34131077106321e-12,"endothelial","Faap20"
"Myh9.9",1.71279659908852e-16,0.58537194649621,0.827,0.54,4.38167625978825e-12,"endothelial","Myh9"
"Nes.6",1.77062869028955e-16,0.6197132368184,0.532,0.254,4.52962231549872e-12,"endothelial","Nes"
"Ddr1.7",1.84549875859463e-16,-0.596425624743029,0.029,0.377,4.72115492423678e-12,"endothelial","Ddr1"
"Pros1",1.85075271516597e-16,0.387233184496529,0.396,0.146,4.73459559593758e-12,"endothelial","Pros1"
"Crabp1.10",1.86877568270162e-16,-1.79396606592205,0.806,0.915,4.78070195148728e-12,"endothelial","Crabp1"
"Pls3.10",1.88249210112652e-16,-0.869284330005237,0.489,0.731,4.81579129310188e-12,"endothelial","Pls3"
"Eif4ebp1.5",1.89775261718195e-16,0.426084512134015,0.993,0.998,4.85483074527487e-12,"endothelial","Eif4ebp1"
"Nup43.2",1.94236882391851e-16,-0.502215254985912,0.914,0.981,4.96896792534833e-12,"endothelial","Nup43"
"Ephb4.2",2.01018110575888e-16,0.59937475611657,0.647,0.357,5.14244530475236e-12,"endothelial","Ephb4"
"Fam117a.3",2.09502795397642e-16,-0.634102738473275,0.108,0.458,5.35950051186249e-12,"endothelial","Fam117a"
"A630072M18Rik",2.20077769845596e-16,0.435582971210584,0.353,0.124,5.63002950819003e-12,"endothelial","A630072M18Rik"
"Tm9sf3.3",2.40056932548159e-16,0.525264462371851,0.95,0.873,6.141136448447e-12,"endothelial","Tm9sf3"
"Cflar",2.48671898497305e-16,0.464851974755147,0.583,0.288,6.36152450735805e-12,"endothelial","Cflar"
"Tcim.5",2.50185736325835e-16,0.587055108391142,0.496,0.221,6.40025150668752e-12,"endothelial","Tcim"
"Npm1.4",2.5875665994771e-16,-0.26618141381654,1,1,6.61951287478231e-12,"endothelial","Npm1"
"Slc39a8.4",2.61114415356589e-16,0.427540721170807,0.388,0.14,6.67982897365226e-12,"endothelial","Slc39a8"
"Pdzd2.1",2.70749893766767e-16,0.280560719059363,0.245,0.065,6.92632378234144e-12,"endothelial","Pdzd2"
"Arid3b.9",2.74274504116371e-16,-0.712407882163004,0.489,0.758,7.01649036430499e-12,"endothelial","Arid3b"
"Nrp2.11",2.79715709669681e-16,0.519448805444897,0.612,0.302,7.15568728476978e-12,"endothelial","Nrp2"
"Vdac1.4",3.14247674411985e-16,0.316800935422121,1,1,8.03908400680739e-12,"endothelial","Vdac1"
"Map4k5",3.14303075671155e-16,0.456206574001232,0.547,0.255,8.04050128181948e-12,"endothelial","Map4k5"
"C1qbp.3",3.27174110551477e-16,-0.356011426527874,1,1,8.36976809612787e-12,"endothelial","C1qbp"
"Rnf138.4",3.62984273426323e-16,0.581800180592867,0.95,0.804,9.28586368279219e-12,"endothelial","Rnf138"
"Notch4",3.63427003841727e-16,0.276978787737906,0.237,0.063,9.29718961227906e-12,"endothelial","Notch4"
"Lsm8",3.70017317906558e-16,-0.390543946519337,1,0.998,9.46578302668557e-12,"endothelial","Lsm8"
"Ampd2",3.8348594796935e-16,0.509413775141838,0.597,0.315,9.8103375209519e-12,"endothelial","Ampd2"
"Foxb1.14",3.95640373484958e-16,-1.00287389648861,0.029,0.371,1.01212720344922e-11,"endothelial","Foxb1"
"Leprot.3",4.13325416580191e-16,0.649678681401001,0.827,0.643,1.05736908069544e-11,"endothelial","Leprot"
"Crmp1.11",4.22097322643664e-16,0.627120668237825,0.719,0.432,1.07980937078702e-11,"endothelial","Crmp1"
"Itpr1.3",4.30370242487599e-16,0.462215643556298,0.489,0.211,1.10097315433177e-11,"endothelial","Itpr1"
"Cdh2.11",4.40641665502676e-16,-0.719874304971426,0.489,0.756,1.12724950868895e-11,"endothelial","Cdh2"
"Hnrnpab.1",4.41605732592424e-16,-0.342421895935558,1,1,1.12971578511794e-11,"endothelial","Hnrnpab"
"Clns1a.2",4.67136643080345e-16,-0.382908142085275,1,1,1.19502896032814e-11,"endothelial","Clns1a"
"Cnn3.5",4.82798262945265e-16,0.463917738011547,1,0.995,1.23509451626658e-11,"endothelial","Cnn3"
"Ilk.6",4.88265846212071e-16,0.72040873397186,0.871,0.782,1.24908168777972e-11,"endothelial","Ilk"
"Slc38a4.9",4.98813445056107e-16,0.575095156714977,0.734,0.44,1.27606455514253e-11,"endothelial","Slc38a4"
"Cited1.12",5.19394502715734e-16,-2.20094004489752,0.201,0.536,1.32871501684739e-11,"endothelial","Cited1"
"Bambi.12",5.76772276935238e-16,0.483183061232828,0.878,0.57,1.47549883885573e-11,"endothelial","Bambi"
"Sapcd1",5.84135293823914e-16,0.349098148320653,0.281,0.085,1.49433490866034e-11,"endothelial","Sapcd1"
"Sptan1.2",5.89682527227707e-16,0.599907082912782,0.763,0.486,1.50852584115392e-11,"endothelial","Sptan1"
"Nrgn.1",6.04473263178037e-16,0.261432599693122,0.252,0.069,1.54636350186206e-11,"endothelial","Nrgn"
"Prex1",6.30494192498902e-16,0.438751190622642,0.468,0.204,1.61293024325069e-11,"endothelial","Prex1"
"Bmp2.11",6.41175284146193e-16,0.690254194997014,0.388,0.143,1.64025461190279e-11,"endothelial","Bmp2"
"Ssu72",6.5245992411804e-16,0.390878623685496,1,0.998,1.66912297787877e-11,"endothelial","Ssu72"
"Mpc2.5",6.91295993653227e-16,0.579978787348242,0.827,0.562,1.76847341096368e-11,"endothelial","Mpc2"
"Smc3",7.70403839769096e-16,-0.458473175304669,0.978,0.996,1.9708471028973e-11,"endothelial","Smc3"
"Cbr1.1",8.02493767060974e-16,-0.54045799692789,0.734,0.895,2.05293955489538e-11,"endothelial","Cbr1"
"Gfpt1.1",8.35548660074785e-16,0.477521035018215,0.626,0.331,2.13750058220331e-11,"endothelial","Gfpt1"
"Stt3b.3",8.39685271711774e-16,0.582051608798608,0.871,0.71,2.14808286209306e-11,"endothelial","Stt3b"
"B9d1.3",8.45107823745548e-16,-0.574147408315678,0.453,0.755,2.16195483470586e-11,"endothelial","B9d1"
"Lpp.8",8.59189862159959e-16,0.491823274744344,0.705,0.39,2.19797950537761e-11,"endothelial","Lpp"
"Zfp9.2",8.79779019682586e-16,0.251019012818821,0.245,0.066,2.25065068815199e-11,"endothelial","Zfp9"
"Prkx",9.7506443352865e-16,0.302871147039091,0.317,0.103,2.49440983385299e-11,"endothelial","Prkx"
"Pja1.4",1.09926421506313e-15,-0.573137719731299,0.64,0.877,2.81213771497451e-11,"endothelial","Pja1"
"Ptpn13.6",1.14028588881619e-15,-0.623075073351077,0.101,0.448,2.91707936076958e-11,"endothelial","Ptpn13"
"Raph1.5",1.1470201085665e-15,0.679492154160094,0.777,0.536,2.93430684173483e-11,"endothelial","Raph1"
"Snhg11.6",1.16272568685095e-15,-0.649525365513588,0.094,0.439,2.9744848521021e-11,"endothelial","Snhg11"
"Katnbl1",1.17376095699282e-15,0.494173167452919,0.892,0.655,3.00271528017903e-11,"endothelial","Katnbl1"
"Ift27.5",1.3385916782124e-15,-0.56801215953651,0.741,0.861,3.42438523120297e-11,"endothelial","Ift27"
"Aard.7",1.52599392274018e-15,0.612896560989891,0.54,0.266,3.90379765315393e-11,"endothelial","Aard"
"Jmjd6.3",1.93447838760413e-15,0.456187732711622,0.978,0.939,4.94878261116888e-11,"endothelial","Jmjd6"
"Ypel5.2",2.01640475427612e-15,0.470919977283029,0.482,0.216,5.15836664238917e-11,"endothelial","Ypel5"
"Rit1.1",2.04213659034708e-15,0.520598696990218,0.647,0.378,5.22419382542591e-11,"endothelial","Rit1"
"Spg21",2.10236347227928e-15,-0.563508946744455,0.532,0.791,5.37826623478486e-11,"endothelial","Spg21"
"Prrc1.4",2.10888707020535e-15,0.477575736003241,0.748,0.447,5.39495490299932e-11,"endothelial","Prrc1"
"S100a11.10",2.11531819501205e-15,0.730529647143788,0.878,0.627,5.41140700647982e-11,"endothelial","S100a11"
"Gpc1.3",2.14250371286868e-15,-0.610304055715869,0.209,0.542,5.48095299826065e-11,"endothelial","Gpc1"
"Lrrc59.3",2.36417508114381e-15,0.394048488818597,1,0.995,6.04803269258209e-11,"endothelial","Lrrc59"
"Nrg1.4",2.44602791527893e-15,0.450681172983565,0.396,0.156,6.25742861286656e-11,"endothelial","Nrg1"
"Hook3",2.45593558434313e-15,0.484674905411709,0.77,0.499,6.28277441186659e-11,"endothelial","Hook3"
"Urod.4",2.47734934071013e-15,-0.560729632724686,0.612,0.833,6.33755508340467e-11,"endothelial","Urod"
"Tmed9.6",2.49720676813226e-15,0.354852517522989,1,0.999,6.38835435423594e-11,"endothelial","Tmed9"
"Flrt3.10",2.51159403563398e-15,-0.821795652262736,0.173,0.508,6.42515986195885e-11,"endothelial","Flrt3"
"Eno1.5",2.53160098474311e-15,-0.33894159033404,1,1,6.47634163916982e-11,"endothelial","Eno1"
"Psmc3ip.4",2.53716510668629e-15,-0.566880098957505,0.64,0.873,6.49057577592488e-11,"endothelial","Psmc3ip"
"Isoc1.2",2.65127661656752e-15,-0.578358003535536,0.46,0.749,6.78249584050302e-11,"endothelial","Isoc1"
"Saraf.2",2.78286179967938e-15,0.51884249056343,0.885,0.707,7.11911705593979e-11,"endothelial","Saraf"
"Axin2.9",2.80948177018011e-15,-0.683519295361411,0.101,0.446,7.18721626447475e-11,"endothelial","Axin2"
"Elovl1.4",2.82022537534723e-15,0.584586562147012,0.669,0.422,7.21470055521327e-11,"endothelial","Elovl1"
"Rai14.3",2.89130730196097e-15,0.481769387764352,0.676,0.375,7.39654233987654e-11,"endothelial","Rai14"
"Zfp979",2.95235797931528e-15,0.59830639277509,0.496,0.24,7.55272218268435e-11,"endothelial","Zfp979"
"Wsb1.1",2.98130651790451e-15,0.583654034044145,0.942,0.88,7.62677833410331e-11,"endothelial","Wsb1"
"Pik3r1.1",3.0962947140481e-15,0.378521319219177,0.468,0.199,7.92094113747784e-11,"endothelial","Pik3r1"
"Bcor.1",3.12463632194241e-15,0.404009320351163,0.54,0.252,7.99344463879306e-11,"endothelial","Bcor"
"Hyal2.1",3.76487258266731e-15,0.526212517177338,0.935,0.833,9.63129704097951e-11,"endothelial","Hyal2"
"Exosc7.4",4.00596483404151e-15,-0.407328888378977,1,0.997,1.0248059238445e-10,"endothelial","Exosc7"
"Eef1akmt1.2",4.03548842279056e-15,-0.500891940540391,0.856,0.969,1.03235864831828e-10,"endothelial","Eef1akmt1"
"Rps6ka6.8",4.05262430137467e-15,-0.60474211734876,0.324,0.652,1.03674234877767e-10,"endothelial","Rps6ka6"
"Elmo1.2",4.1351052932945e-15,0.410042254191912,0.439,0.183,1.0578426361306e-10,"endothelial","Elmo1"
"Tubb3.14",4.18407355307168e-15,-0.99156491265112,0.029,0.352,1.0703696963468e-10,"endothelial","Tubb3"
"Dpy30",4.42501600609169e-15,-0.376003324802948,1,1,1.13200759467838e-10,"endothelial","Dpy30"
"Slc16a13.1",4.52166812330493e-15,0.427982479916444,0.424,0.178,1.15673313930387e-10,"endothelial","Slc16a13"
"Dgcr6",4.55508888794037e-15,-0.483556880446321,0.878,0.961,1.1652828393129e-10,"endothelial","Dgcr6"
"Spint2.14",4.55566867623317e-15,-1.26544522650842,0.374,0.637,1.16543116075397e-10,"endothelial","Spint2"
"Pdxp.2",4.79021650299999e-15,-0.612287721605465,0.54,0.782,1.22543318579746e-10,"endothelial","Pdxp"
"Hipk3.1",4.79324600608582e-15,0.301500099347437,0.317,0.106,1.22620819327687e-10,"endothelial","Hipk3"
"Eef1e1.2",4.8434334390078e-15,-0.43672024783529,0.971,0.995,1.23904714236698e-10,"endothelial","Eef1e1"
"Atp1a1.4",6.21968030820197e-15,0.516979114896357,0.964,0.926,1.59111861644423e-10,"endothelial","Atp1a1"
"Serf2",6.48705205534389e-15,0.34502480442887,1,1,1.65951765679807e-10,"endothelial","Serf2"
"Tead2.4",6.49828705484034e-15,-0.418629384704601,1,0.997,1.66239179436926e-10,"endothelial","Tead2"
"Pde4d.1",6.6498906525519e-15,0.314314971190994,0.331,0.115,1.70117502673583e-10,"endothelial","Pde4d"
"Hadh.4",7.13815355445614e-15,-0.505403707093233,0.835,0.961,1.82608244230097e-10,"endothelial","Hadh"
"Tmem214.2",7.28906034002365e-15,0.547796199638281,0.849,0.587,1.86468741618485e-10,"endothelial","Tmem214"
"Cdx1.12",7.48907282112253e-15,-1.64208494138465,0.065,0.386,1.91585460909957e-10,"endothelial","Cdx1"
"Copz2.4",7.83311055675107e-15,0.512062288787335,0.518,0.25,2.00386634262806e-10,"endothelial","Copz2"
"Pofut2.5",7.87136253547108e-15,0.488602680757223,0.878,0.673,2.01365196382421e-10,"endothelial","Pofut2"
"Lsm1",7.98659067538642e-15,-0.446877489791242,0.878,0.981,2.04312962657735e-10,"endothelial","Lsm1"
"Tshz2.3",8.80406169372323e-15,0.383242337227547,0.41,0.164,2.25225506248828e-10,"endothelial","Tshz2"
"Fam111a",9.61322014479908e-15,0.447555523517526,0.496,0.224,2.4592539774425e-10,"endothelial","Fam111a"
"Cotl1.8",9.68093531521411e-15,0.871519367675186,0.806,0.635,2.47657687233807e-10,"endothelial","Cotl1"
"Krtcap2.1",9.86793726856376e-15,0.441462011777015,1,1,2.52441571204398e-10,"endothelial","Krtcap2"
"Ccnd2.11",9.94753037255684e-15,-0.915077852201435,0.806,0.913,2.54477721990749e-10,"endothelial","Ccnd2"
"Diablo.1",1.09220248872446e-14,-0.469298593406416,0.763,0.925,2.7940724066549e-10,"endothelial","Diablo"
"Snx4.3",1.12171257057942e-14,0.567552900047082,0.835,0.672,2.86956509805626e-10,"endothelial","Snx4"
